"File: DDELog(Excel:M8	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M8_DRG_19_7\M8.LOG"
"Date: Tue Jul 19 2022 15:1:2.985"
59.4590, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (254, 95), Size: (50, 38), Area: 1464]"
"Region 2: [Location: (305, 222), Size: (32, 37), Area: 908]"
"Region 3: [Location: (326, 391), Size: (33, 39), Area: 995]"
"Region 4: [Location: (125, 410), Size: (29, 34), Area: 758]"
"Region 5: [Location: (156, 244), Size: (25, 22), Area: 430]"
"Region 6: [Location: (106, 118), Size: (21, 21), Area: 305]"
"Region 7: [Location: (125, 126), Size: (21, 21), Area: 305]"
"Region 8: [Location: (134, 144), Size: (21, 21), Area: 305]"
"Region 9: [Location: (93, 155), Size: (21, 21), Area: 305]"
"Region 10: [Location: (159, 37), Size: (35, 40), Area: 1086]"
"Region 11: [Location: (200, 106), Size: (29, 45), Area: 1009]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg", "R11 W1 Avg", "R11 W2 Avg"
324.3440, 1707.0410, 4211.2971, 1689.4141, 3308.3381, 1671.5286, 2701.3196, 1723.0541, 3695.3179, 1646.2465, 2455.8977, 1701.2393, 3896.4328, 1701.6426, 3756.0361, 1667.0492, 3087.4066, 1684.9279, 3241.2590, 1604.6031, 1626.8840, 1605.0951, 1637.4737
325.3440, 1707.8183, 4212.6346, 1689.0936, 3300.9857, 1671.3759, 2700.2824, 1724.6108, 3698.5422, 1644.7535, 2457.0953, 1700.1574, 3901.9279, 1703.0066, 3757.1607, 1669.6820, 3084.7148, 1680.5344, 3244.3148, 1603.2661, 1625.8628, 1605.7334, 1636.8008
326.3440, 1706.7145, 4212.7541, 1689.8414, 3295.2919, 1672.8593, 2700.9256, 1723.4604, 3697.8892, 1647.6233, 2453.4070, 1698.6721, 3894.8230, 1699.2754, 3756.0262, 1666.8295, 3081.5672, 1679.4426, 3245.6689, 1604.4374, 1626.8646, 1606.0624, 1636.8464
327.3440, 1706.4064, 4215.7432, 1690.8722, 3292.6641, 1671.9176, 2704.0171, 1724.4314, 3689.4077, 1647.1977, 2453.1698, 1699.8033, 3905.0426, 1703.3016, 3756.9902, 1667.0623, 3079.9508, 1680.8262, 3241.8820, 1605.2670, 1626.7634, 1605.1923, 1638.0585
328.3440, 1706.2486, 4215.0526, 1690.5264, 3288.6498, 1672.2452, 2703.3357, 1723.3166, 3696.0277, 1646.4837, 2456.1395, 1699.0262, 3910.3377, 1701.0721, 3752.2525, 1665.5344, 3086.7902, 1681.4230, 3245.3475, 1603.8757, 1627.4880, 1605.4519, 1638.2032
329.3440, 1706.5417, 4214.0997, 1690.4802, 3287.3733, 1669.9809, 2699.0131, 1721.2836, 3678.3100, 1645.3977, 2456.0070, 1701.5443, 3901.0361, 1704.4328, 3751.2492, 1668.8131, 3076.9180, 1682.3115, 3244.4295, 1604.7228, 1625.6685, 1605.1011, 1637.9158
330.3440, 1707.5396, 4221.4727, 1690.0969, 3285.1068, 1672.7437, 2700.5849, 1720.7216, 3683.8509, 1647.2442, 2457.2326, 1702.0984, 3898.9574, 1703.0984, 3757.1213, 1670.2918, 3071.4459, 1680.5803, 3237.4197, 1603.6501, 1626.9816, 1607.1754, 1636.5263
331.3440, 1707.8279, 4223.2186, 1691.2731, 3283.8943, 1672.6814, 2707.2503, 1723.1266, 3677.7203, 1643.3465, 2456.5256, 1703.5180, 3896.2131, 1701.4328, 3758.5016, 1669.1967, 3079.0131, 1681.1148, 3239.3475, 1605.6538, 1625.7311, 1605.7453, 1636.9970
332.3440, 1707.0492, 4229.6366, 1692.0341, 3283.1355, 1673.5367, 2703.2070, 1721.5409, 3672.8127, 1643.0884, 2457.0395, 1699.7574, 3899.1672, 1701.9410, 3753.4230, 1668.7639, 3090.9443, 1681.3016, 3233.9213, 1603.4917, 1625.9199, 1604.8424, 1636.7284
333.3440, 1707.3798, 4229.5840, 1689.1630, 3285.1718, 1672.3839, 2701.4734, 1723.0119, 3673.2045, 1645.4442, 2452.2651, 1698.7180, 3902.0262, 1702.9967, 3758.5148, 1667.5246, 3088.7115, 1682.7246, 3237.8852, 1605.4632, 1627.8029, 1605.6274, 1636.6412
334.3440, 1707.2220, 4235.3081, 1690.9615, 3287.5033, 1672.7447, 2698.1889, 1724.3074, 3675.1887, 1647.6977, 2449.4140, 1700.9836, 3904.1443, 1702.1705, 3760.8885, 1670.7475, 3094.3115, 1679.6721, 3243.9672, 1603.7652, 1627.3287, 1604.9306, 1637.4450
335.3440, 1707.1817, 4233.6018, 1690.5352, 3294.9615, 1672.1799, 2697.5889, 1722.8773, 3668.7625, 1646.4070, 2450.2674, 1700.1639, 3911.1705, 1701.8951, 3761.8656, 1667.4984, 3099.0689, 1680.1574, 3238.7246, 1604.8959, 1627.4742, 1605.7730, 1636.8801
336.3440, 1706.2937, 4234.8176, 1690.4912, 3300.4934, 1672.6784, 2688.8683, 1724.1794, 3660.8417, 1644.1442, 2445.1535, 1700.8197, 3902.0754, 1702.4033, 3764.0820, 1669.3508, 3108.5508, 1680.2689, 3241.8623, 1604.8416, 1627.2320, 1605.7889, 1636.8860
337.3440, 1706.6359, 4237.7275, 1690.8029, 3301.5496, 1672.9980, 2687.9487, 1722.9736, 3665.5541, 1645.3977, 2448.1605, 1700.5508, 3909.2066, 1701.9377, 3760.1574, 1669.5934, 3112.1475, 1681.6426, 3235.4623, 1604.5884, 1628.6262, 1605.4262, 1636.4490
338.3440, 1707.4501, 4239.9508, 1691.5540, 3299.4438, 1671.6171, 2695.2613, 1723.7480, 3675.3272, 1643.7814, 2442.9047, 1700.7246, 3910.7443, 1701.8426, 3771.0951, 1671.1246, 3106.3377, 1682.2328, 3239.7115, 1604.7864, 1627.9015, 1606.8226, 1637.7661
339.3440, 1707.1455, 4238.9754, 1691.2896, 3305.4703, 1672.2422, 2685.2523, 1723.1412, 3676.6821, 1644.4884, 2447.3674, 1701.1508, 3900.8623, 1702.8230, 3770.0984, 1669.4787, 3108.8951, 1680.9049, 3239.5508, 1604.7965, 1627.8158, 1605.7780, 1637.2349
340.3440, 1704.4754, 4234.6639, 1691.1586, 3312.4493, 1672.4281, 2684.5256, 1722.8259, 3673.6451, 1646.4837, 2447.2233, 1699.5934, 3909.5344, 1701.7967, 3771.4230, 1667.9902, 3110.3410, 1681.3213, 3238.9475, 1603.8490, 1626.5276, 1604.4242, 1636.3835
341.3440, 1706.7944, 4237.8689, 1689.3238, 3312.8678, 1670.9015, 2682.5688, 1721.3311, 3674.8786, 1646.3326, 2448.6837, 1699.2918, 3909.7705, 1701.4623, 3768.7279, 1667.9344, 3118.8000, 1681.1082, 3240.2230, 1604.5147, 1626.2026, 1605.1586, 1638.1923
342.3440, 1705.6291, 4238.4993, 1689.6300, 3321.2037, 1671.0090, 2682.8090, 1720.4459, 3670.9129, 1643.9814, 2448.2419, 1700.0623, 3914.5869, 1703.0787, 3768.6721, 1670.7607, 3118.0328, 1681.0197, 3241.5869, 1603.3766, 1627.6215, 1605.2874, 1638.1526
343.3440, 1705.5027, 4236.9133, 1690.3029, 3326.6938, 1671.0462, 2678.5638, 1723.1398, 3672.2691, 1646.9093, 2444.5442, 1699.7180, 3905.7410, 1703.0984, 3774.7836, 1667.7541, 3120.8230, 1679.5049, 3237.7803, 1604.8039, 1627.5451, 1605.3499, 1635.9574
344.3440, 1706.2452, 4236.9911, 1689.6883, 3322.5419, 1671.1085, 2674.3216, 1720.8602, 3672.4921, 1642.8953, 2449.1070, 1696.7246, 3908.1803, 1700.7705, 3773.2098, 1667.9836, 3120.9115, 1681.9344, 3239.4164, 1603.0331, 1628.1750, 1604.6145, 1636.5064
345.3440, 1705.9160, 4234.8928, 1690.1839, 3330.2775, 1671.0462, 2673.5688, 1721.5106, 3672.0330, 1644.7651, 2443.5093, 1702.4492, 3909.5279, 1704.7377, 3777.4754, 1668.5148, 3129.8361, 1681.9574, 3239.8787, 1605.5709, 1627.1031, 1606.0387, 1637.3399
346.3440, 1705.0601, 4236.4146, 1690.2687, 3328.3216, 1671.2623, 2676.9729, 1723.3694, 3667.5660, 1644.8512, 2448.3814, 1701.0492, 3913.3508, 1705.0230, 3776.8984, 1668.0525, 3130.2885, 1682.9410, 3234.2787, 1604.7210, 1627.9779, 1605.8097, 1637.4856
347.3440, 1705.5984, 4230.7527, 1688.8524, 3323.3590, 1670.8593, 2677.9397, 1720.8997, 3663.9974, 1645.0279, 2448.9651, 1702.8689, 3910.4066, 1701.5770, 3778.9016, 1670.2164, 3127.5607, 1682.4951, 3242.5213, 1604.5350, 1627.6335, 1605.1586, 1637.1249
348.3440, 1704.1134, 4237.1817, 1689.3524, 3315.2126, 1672.1407, 2675.8673, 1723.8720, 3658.2823, 1644.2512, 2444.4884, 1699.3344, 3910.7738, 1704.6590, 3788.6951, 1668.9541, 3129.4230, 1682.4131, 3237.9902, 1603.6971, 1626.8904, 1604.9296, 1637.6105
349.3440, 1705.9549, 4227.6031, 1690.1046, 3317.5209, 1671.1729, 2676.7940, 1720.9261, 3653.3918, 1644.7465, 2439.6209, 1700.2754, 3903.7770, 1703.5377, 3779.5705, 1669.6164, 3133.7115, 1682.0754, 3237.6131, 1603.8039, 1626.8895, 1606.3449, 1637.3657
350.3440, 1706.8989, 4231.6257, 1689.8436, 3319.4956, 1671.6814, 2677.9276, 1722.4881, 3654.5396, 1645.1698, 2438.5372, 1701.6426, 3904.9016, 1704.4918, 3783.6721, 1668.2721, 3140.0131, 1680.1508, 3232.7016, 1603.4540, 1627.6823, 1605.7830, 1639.4777
351.3440, 1706.1346, 4224.7869, 1688.5242, 3322.3689, 1671.2583, 2675.9196, 1722.4314, 3648.1240, 1642.9698, 2440.8791, 1700.3607, 3901.4262, 1701.4885, 3781.0525, 1669.6230, 3136.5213, 1681.0754, 3234.2197, 1604.5792, 1626.9991, 1608.0020, 1637.9078
352.3440, 1704.6011, 4225.6428, 1689.7269, 3324.2170, 1670.8322, 2672.7889, 1721.9736, 3655.0871, 1645.2070, 2440.2674, 1703.0426, 3904.7672, 1703.1639, 3779.1443, 1670.1672, 3135.5541, 1682.2885, 3232.4164, 1604.8011, 1626.4659, 1606.0714, 1639.4093
353.3440, 1703.8634, 4219.0690, 1689.5176, 3325.1344, 1671.4653, 2672.5588, 1723.0013, 3655.3193, 1644.5628, 2438.7093, 1699.9475, 3902.1541, 1701.7541, 3783.4295, 1668.0590, 3135.2951, 1681.9508, 3234.7344, 1604.4116, 1628.3610, 1604.8682, 1639.1754
354.3440, 1705.8934, 4215.1393, 1687.4537, 3324.3216, 1672.5347, 2671.6643, 1722.4222, 3660.5844, 1643.2023, 2436.1209, 1700.3311, 3901.9967, 1703.6557, 3779.2164, 1667.0328, 3137.7672, 1679.3410, 3236.2787, 1605.2422, 1627.8895, 1605.8186, 1636.4995
355.3440, 1704.4092, 4218.6496, 1689.4405, 3315.7137, 1670.7678, 2671.1206, 1722.3536, 3657.2335, 1647.2512, 2439.0419, 1701.7770, 3901.7443, 1703.3574, 3779.1541, 1669.2000, 3132.9574, 1681.3279, 3233.6328, 1603.7578, 1627.5635, 1606.6938, 1639.7552
356.3440, 1706.3545, 4210.0034, 1689.9548, 3309.2445, 1669.7025, 2673.5055, 1720.5673, 3655.2309, 1646.5070, 2440.6558, 1702.7574, 3903.7115, 1703.8951, 3782.8951, 1669.3607, 3137.6492, 1679.8623, 3234.4131, 1604.5589, 1627.3158, 1606.0149, 1637.5084
357.3440, 1704.2684, 4207.3443, 1689.3645, 3308.7203, 1671.9809, 2668.4603, 1722.5172, 3646.6214, 1646.0372, 2440.4070, 1699.9475, 3882.8131, 1702.3869, 3777.8098, 1668.5967, 3130.2885, 1680.8393, 3227.8590, 1603.8315, 1626.7505, 1604.2498, 1636.5837
358.3440, 1705.4351, 4207.7452, 1687.4493, 3309.7963, 1671.1095, 2669.1960, 1722.5739, 3641.4802, 1645.0140, 2437.2233, 1700.5213, 3892.2852, 1703.6951, 3773.8557, 1671.1738, 3138.4689, 1682.8721, 3232.9574, 1605.0138, 1627.7127, 1606.8385, 1637.8989
359.3440, 1705.4706, 4203.5198, 1688.8282, 3303.2720, 1671.1246, 2668.7869, 1723.0778, 3650.2586, 1644.3163, 2446.2837, 1700.4820, 3904.4033, 1704.8328, 3779.0951, 1670.9508, 3144.9672, 1678.7541, 3231.2721, 1605.0387, 1628.1713, 1606.0783, 1639.2270
360.3440, 1704.2855, 4203.6735, 1689.8194, 3301.8744, 1671.2563, 2666.5568, 1722.6464, 3645.6306, 1646.7163, 2435.6651, 1700.3475, 3898.8492, 1705.3475, 3771.9902, 1669.0066, 3140.7738, 1682.5607, 3226.5246, 1603.9733, 1627.7413, 1606.8652, 1638.2151
361.3440, 1705.1619, 4196.4570, 1691.2192, 3302.8183, 1669.1106, 2659.9598, 1722.2164, 3649.2599, 1643.8907, 2441.7233, 1697.9738, 3892.6131, 1702.2197, 3770.5836, 1670.9344, 3141.3770, 1678.9574, 3230.4230, 1604.2541, 1625.8932, 1605.9465, 1637.3885
362.3440, 1703.7466, 4165.8210, 1687.5099, 3294.3260, 1670.0251, 2650.8121, 1719.6557, 3628.3377, 1642.4163, 2435.3395, 1699.7869, 3869.1213, 1697.1246, 3740.4000, 1667.2361, 3083.5541, 1682.2262, 3221.5607, 1604.2127, 1626.5009, 1605.6283, 1637.7681
363.3440, 1702.4624, 4157.3060, 1688.9791, 3286.7335, 1670.6322, 2649.2613, 1720.8628, 3612.8602, 1645.9186, 2437.6558, 1700.9770, 3878.3803, 1699.7705, 3731.3246, 1666.3082, 3070.6787, 1680.0852, 3221.3311, 1604.7965, 1627.6427, 1605.3598, 1636.7929
364.3440, 1704.2138, 4151.4303, 1687.9923, 3288.9659, 1671.1719, 2654.8050, 1722.5290, 3620.7084, 1646.2837, 2431.1023, 1703.5279, 3879.7508, 1702.2066, 3741.7770, 1666.2885, 3062.6787, 1683.7902, 3225.8689, 1606.0939, 1628.0829, 1606.5679, 1638.7433
365.3440, 1704.0444, 4147.4351, 1689.9615, 3283.7324, 1671.6000, 2653.1085, 1722.7639, 3619.5541, 1647.1209, 2433.4674, 1701.3049, 3889.6885, 1703.4689, 3738.5607, 1665.0984, 3059.7705, 1680.3180, 3225.0361, 1604.9788, 1625.8324, 1607.6680, 1637.2190
366.3440, 1703.4720, 4145.6892, 1688.6762, 3289.5363, 1671.6211, 2653.8111, 1721.1834, 3612.7955, 1644.7767, 2434.0651, 1700.3311, 3882.6098, 1699.7180, 3742.0164, 1665.8525, 3062.9377, 1681.8656, 3226.0623, 1604.1998, 1627.7431, 1606.0634, 1637.0595
367.3440, 1702.2500, 4140.5977, 1688.8348, 3289.6575, 1670.9508, 2656.8121, 1721.7230, 3617.9301, 1646.2047, 2436.7558, 1699.2590, 3884.9148, 1697.4754, 3740.7803, 1666.5082, 3068.6590, 1682.1639, 3226.9082, 1605.3895, 1626.7394, 1606.0327, 1637.2795
368.3440, 1702.2411, 4143.6817, 1687.4945, 3292.9086, 1671.5940, 2661.6472, 1721.9446, 3615.4050, 1644.9884, 2438.1674, 1702.5639, 3878.4951, 1701.1213, 3740.9082, 1667.1180, 3063.4557, 1681.7934, 3229.9672, 1602.9825, 1626.2707, 1606.3023, 1638.5798
369.3440, 1701.9761, 4138.3675, 1686.9471, 3299.3271, 1670.1236, 2663.8271, 1720.4195, 3622.2454, 1645.5698, 2429.9326, 1700.1770, 3886.8131, 1698.6426, 3748.9213, 1666.9213, 3061.4590, 1681.7738, 3230.2623, 1604.0378, 1628.1344, 1605.6125, 1639.2349
370.3440, 1702.8265, 4136.3094, 1688.3932, 3301.6454, 1671.7226, 2662.9477, 1722.6346, 3622.7375, 1646.8442, 2432.9605, 1702.1016, 3883.0230, 1700.5639, 3742.4689, 1665.1246, 3067.3574, 1680.4492, 3224.0590, 1604.7081, 1626.5046, 1605.7116, 1637.5074
371.3440, 1703.0956, 4129.7165, 1689.2985, 3303.9438, 1669.9427, 2659.6171, 1720.6609, 3625.9090, 1645.3372, 2432.4442, 1698.9574, 3881.0295, 1701.0230, 3746.7967, 1666.3344, 3063.0885, 1681.0033, 3225.7574, 1603.3591, 1626.5479, 1605.4460, 1638.1843
372.3440, 1701.9754, 4133.0751, 1687.7599, 3309.8778, 1670.8111, 2661.6060, 1720.4670, 3639.2612, 1647.2116, 2432.3093, 1704.8197, 3884.8721, 1704.5016, 3738.8459, 1665.4295, 3066.9574, 1682.4230, 3228.5148, 1604.6455, 1627.6842, 1607.3191, 1639.0446
373.3440, 1703.5540, 4127.2869, 1687.2258, 3309.9692, 1671.1799, 2664.4734, 1719.2124, 3634.0053, 1646.1605, 2431.4605, 1702.2721, 3889.6656, 1699.2885, 3740.1770, 1664.8066, 3068.0820, 1682.0393, 3225.6328, 1604.7413, 1627.8057, 1605.9683, 1638.8563
374.3440, 1702.0710, 4130.8292, 1688.7919, 3302.6498, 1671.2402, 2652.8231, 1721.2203, 3640.9538, 1645.8767, 2428.0953, 1700.8656, 3880.6623, 1699.3934, 3746.1541, 1665.3082, 3066.0033, 1682.2197, 3228.0787, 1603.6308, 1627.0792, 1606.2240, 1638.4678
375.3440, 1702.8750, 4125.2548, 1685.6696, 3303.1035, 1668.8492, 2654.5236, 1721.5119, 3651.8338, 1644.6674, 2431.9000, 1698.5738, 3886.9672, 1700.9180, 3742.1377, 1665.6328, 3064.8984, 1681.8787, 3225.1443, 1604.9291, 1627.8177, 1607.2438, 1639.4965
376.3440, 1703.4078, 4123.8887, 1687.3007, 3307.0452, 1670.0854, 2654.6030, 1718.0251, 3656.6240, 1645.3419, 2428.2395, 1702.3016, 3884.6689, 1701.3508, 3741.3443, 1666.0000, 3062.5443, 1682.2033, 3224.7311, 1603.2772, 1627.7247, 1606.6710, 1637.5055
377.3440, 1703.3784, 4121.8873, 1689.2313, 3309.9152, 1669.6382, 2656.4281, 1717.3707, 3665.1016, 1644.5884, 2429.8860, 1700.2721, 3889.9902, 1706.0492, 3743.7639, 1665.1344, 3067.7443, 1682.9967, 3230.0852, 1604.5184, 1627.4742, 1607.5282, 1638.6759
378.3440, 1702.0628, 4115.8989, 1687.5407, 3314.4328, 1670.3719, 2656.7005, 1719.8575, 3667.2005, 1643.7140, 2427.7651, 1699.8295, 3883.7705, 1699.6918, 3743.9475, 1665.2262, 3065.1607, 1684.7344, 3225.4623, 1604.7873, 1627.8794, 1605.0813, 1637.6670
379.3440, 1702.4508, 4116.0751, 1687.5474, 3307.1222, 1669.3075, 2655.7236, 1720.3483, 3670.0211, 1643.1070, 2429.8698, 1701.5607, 3879.4000, 1702.0590, 3737.6131, 1663.6230, 3067.4852, 1682.0656, 3231.7082, 1604.1980, 1627.1915, 1606.6264, 1638.5639
380.3440, 1701.8941, 4113.8695, 1688.5815, 3312.6366, 1670.7869, 2654.8261, 1718.7058, 3673.8707, 1645.7023, 2428.3233, 1702.9049, 3895.5541, 1700.2230, 3744.5836, 1661.1967, 3063.8295, 1681.6066, 3230.8885, 1605.1050, 1627.5258, 1606.0942, 1638.9742
381.3440, 1701.3204, 4106.3367, 1687.4648, 3311.8106, 1668.9116, 2649.5578, 1719.6135, 3672.9367, 1645.7628, 2425.9605, 1698.2098, 3897.5607, 1700.9344, 3745.9738, 1665.1344, 3066.6951, 1681.7967, 3224.1213, 1605.2790, 1626.4945, 1605.9019, 1637.3578
382.3440, 1700.5437, 4103.2131, 1687.1773, 3306.4042, 1670.0472, 2652.0462, 1719.9103, 3672.4987, 1645.7326, 2425.6302, 1700.6328, 3891.4000, 1700.4459, 3739.5803, 1666.4197, 3064.9410, 1683.0000, 3229.7541, 1605.7606, 1627.5543, 1606.2775, 1637.5233
383.3440, 1701.3846, 4095.9522, 1684.6090, 3310.9714, 1670.9739, 2651.0844, 1719.1913, 3670.3259, 1644.0023, 2427.4512, 1698.3803, 3886.4951, 1698.9377, 3737.9574, 1665.1049, 3063.2820, 1679.2492, 3235.8918, 1605.0912, 1626.1805, 1606.0644, 1637.2141
384.3440, 1702.1872, 4092.3921, 1687.8051, 3306.0826, 1669.4744, 2656.3126, 1717.7401, 3666.0409, 1644.3930, 2426.1442, 1703.1738, 3891.0656, 1698.7705, 3744.9705, 1664.4066, 3068.6918, 1681.6131, 3226.5148, 1604.8738, 1627.9982, 1606.5867, 1638.6283
385.3440, 1702.1701, 4091.7862, 1687.7324, 3302.7797, 1669.2894, 2652.3136, 1719.3047, 3652.1992, 1645.8349, 2425.9953, 1701.2426, 3886.6033, 1701.5770, 3731.0590, 1663.4262, 3062.7377, 1680.7180, 3227.9279, 1604.5064, 1627.0635, 1606.4054, 1639.0178
386.3440, 1701.5751, 4085.7398, 1685.4989, 3303.2489, 1669.7286, 2644.7638, 1718.7243, 3647.5026, 1644.6442, 2426.3256, 1701.0262, 3890.5213, 1700.8230, 3735.7574, 1663.6459, 3059.4098, 1681.5803, 3225.7738, 1605.5718, 1627.1768, 1606.1853, 1638.5728
387.3440, 1701.6475, 4083.5376, 1686.9593, 3298.1090, 1668.7859, 2641.9769, 1718.3245, 3639.9314, 1644.0535, 2424.4628, 1701.4393, 3893.0295, 1704.9705, 3736.6885, 1665.5016, 3058.1049, 1679.3180, 3222.3541, 1604.1280, 1627.9042, 1605.7572, 1638.5580
388.3440, 1699.9884, 4086.1148, 1687.8689, 3296.1949, 1670.0422, 2637.5739, 1719.2480, 3641.7243, 1646.1674, 2423.2419, 1703.6328, 3899.0984, 1702.8426, 3732.7738, 1666.2459, 3053.3967, 1681.8492, 3219.4393, 1604.2569, 1626.2947, 1606.2676, 1638.9772
389.3440, 1699.8504, 4082.5396, 1686.9262, 3290.1432, 1669.7417, 2637.5749, 1719.6781, 3638.2797, 1643.2814, 2423.1651, 1698.8393, 3898.4918, 1702.0197, 3733.2295, 1666.2033, 3056.7934, 1682.2098, 3224.5836, 1603.4438, 1627.8168, 1605.8216, 1637.8890
390.3440, 1700.9877, 4078.3361, 1686.4119, 3283.7346, 1669.4251, 2638.1095, 1718.0554, 3635.6227, 1643.2605, 2419.6140, 1697.8820, 3902.5115, 1700.2426, 3737.5443, 1665.5803, 3052.0164, 1680.6852, 3223.2459, 1604.8260, 1627.4807, 1606.7919, 1637.2547
391.3440, 1701.4296, 4072.5075, 1686.6586, 3283.0573, 1668.4211, 2638.9618, 1716.5528, 3635.4670, 1645.3488, 2419.5837, 1703.2623, 3900.1410, 1702.7869, 3732.6787, 1664.8361, 3050.4590, 1682.2393, 3214.8262, 1605.4033, 1625.8168, 1606.3389, 1637.9564
392.3440, 1699.9064, 4070.5731, 1688.0176, 3279.4405, 1669.9296, 2641.6322, 1716.7863, 3639.1412, 1645.7512, 2420.0930, 1700.3311, 3898.1967, 1701.7180, 3735.9541, 1665.5279, 3056.7869, 1681.7443, 3227.1738, 1604.2707, 1627.9125, 1605.5352, 1638.0416
393.3440, 1700.9303, 4064.9399, 1685.7952, 3281.6333, 1668.6945, 2640.9668, 1718.0660, 3636.1385, 1643.3395, 2421.5558, 1699.9180, 3900.6918, 1700.4262, 3734.8492, 1666.3770, 3047.6557, 1679.8951, 3219.2033, 1604.0009, 1627.9890, 1606.5689, 1638.1903
394.3440, 1699.1305, 4065.4904, 1687.3722, 3282.0914, 1668.3668, 2634.3226, 1717.7045, 3647.2929, 1645.7884, 2422.0023, 1700.7148, 3899.7180, 1698.7213, 3733.6230, 1664.3148, 3047.7082, 1683.1639, 3218.0787, 1603.8738, 1627.3978, 1604.7066, 1638.3152
395.3440, 1700.8593, 4065.0287, 1686.4581, 3278.4163, 1668.1849, 2632.7799, 1718.5172, 3643.2493, 1644.8581, 2420.8070, 1701.6328, 3900.0197, 1699.6262, 3737.0689, 1665.6721, 3044.7508, 1683.1770, 3213.7279, 1603.7403, 1628.6998, 1606.5956, 1637.7314
396.3440, 1699.7964, 4065.3996, 1687.0727, 3282.7919, 1668.8422, 2636.4874, 1717.2929, 3641.6385, 1645.9349, 2420.6535, 1698.8525, 3899.5869, 1699.5705, 3731.7869, 1666.3705, 3050.1836, 1682.3934, 3214.3115, 1605.1657, 1627.9622, 1606.2369, 1637.7364
397.3440, 1700.2917, 4056.3019, 1686.3899, 3268.3051, 1668.6804, 2635.5196, 1716.3364, 3641.5383, 1642.4721, 2420.4326, 1702.0000, 3895.6885, 1700.1344, 3737.4885, 1665.0459, 3048.8754, 1682.7869, 3227.3246, 1605.9558, 1628.1989, 1607.0545, 1638.5986
398.3440, 1699.7917, 4054.0007, 1687.5639, 3263.0231, 1670.1286, 2636.4633, 1719.0660, 3632.8061, 1643.6581, 2419.7233, 1699.1934, 3907.7279, 1703.1443, 3737.1541, 1664.7672, 3050.9410, 1683.4459, 3232.0820, 1604.7956, 1627.7440, 1606.7037, 1637.7017
399.3440, 1700.4734, 4051.0260, 1687.6927, 3265.1927, 1669.6683, 2643.1799, 1719.9802, 3629.2071, 1645.3977, 2418.1302, 1699.6426, 3909.6525, 1700.4066, 3730.7213, 1664.8131, 3043.8623, 1679.7770, 3219.3639, 1603.8646, 1628.4042, 1606.3845, 1639.7205
400.3440, 1700.7316, 4053.2725, 1689.1663, 3264.0584, 1669.5518, 2636.9377, 1717.4670, 3618.3338, 1644.4977, 2418.7419, 1701.6984, 3908.3836, 1702.6328, 3730.8656, 1666.1705, 3047.1279, 1681.4623, 3212.5541, 1605.0534, 1627.3766, 1606.8464, 1637.8503
401.3440, 1700.4570, 4052.5724, 1686.3811, 3263.8844, 1667.6744, 2640.0050, 1717.7810, 3621.7546, 1643.0791, 2417.6930, 1702.0000, 3904.5344, 1700.9639, 3730.2951, 1667.3016, 3036.6361, 1685.2689, 3222.7639, 1606.1851, 1627.5506, 1606.4272, 1637.5629
402.3440, 1700.7234, 4051.6045, 1685.7137, 3269.0628, 1669.1678, 2634.6080, 1717.9446, 3616.7375, 1643.6558, 2421.0907, 1699.9443, 3904.3180, 1701.1967, 3727.9410, 1665.3705, 3049.4557, 1682.3016, 3217.9377, 1604.5617, 1627.4797, 1606.1140, 1637.0951
403.3440, 1699.8367, 4051.0567, 1687.6652, 3268.6586, 1667.6241, 2635.0945, 1716.4367, 3622.2493, 1645.3953, 2415.7279, 1702.0262, 3897.4393, 1699.0525, 3724.2000, 1664.4459, 3042.8525, 1679.6820, 3219.9377, 1604.6455, 1627.7468, 1605.8761, 1637.6145
404.3440, 1699.3989, 4049.6940, 1685.7511, 3276.5121, 1668.4854, 2636.7095, 1717.2982, 3622.0792, 1644.2512, 2419.6558, 1698.8426, 3904.7869, 1696.4361, 3726.3279, 1664.8656, 3044.5180, 1680.2721, 3220.1574, 1603.7293, 1626.5055, 1605.3528, 1637.6482
405.3440, 1698.9221, 4051.0225, 1686.2588, 3284.0925, 1670.4352, 2643.5990, 1716.1280, 3623.0185, 1645.6465, 2417.9721, 1698.3049, 3903.2230, 1697.5311, 3730.0852, 1664.9016, 3038.2557, 1679.6754, 3209.1049, 1603.3941, 1628.1805, 1604.4618, 1637.9921
406.3440, 1699.9665, 4047.6298, 1686.1399, 3281.7258, 1668.1729, 2647.6884, 1718.1266, 3628.7520, 1643.1930, 2412.1140, 1701.9934, 3899.5934, 1699.1508, 3733.8361, 1665.4918, 3038.0066, 1681.9180, 3207.7016, 1604.6427, 1627.1335, 1605.7205, 1638.7542
