"File: DDELog(Excel:M7_DRG	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M7_DRG_19_7\M7.LOG"
"Date: Tue Jul 19 2022 14:45:8.837"
122.5140, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (30, 126), Size: (37, 38), Area: 1078]"
"Region 2: [Location: (227, 242), Size: (30, 33), Area: 770]"
"Region 3: [Location: (102, 306), Size: (21, 21), Area: 305]"
"Region 4: [Location: (0, 374), Size: (30, 28), Area: 656]"
"Region 5: [Location: (272, 398), Size: (27, 25), Area: 519]"
"Region 6: [Location: (274, 418), Size: (21, 21), Area: 305]"
"Region 7: [Location: (290, 422), Size: (29, 30), Area: 678]"
"Region 8: [Location: (142, 66), Size: (45, 47), Area: 1637]"
"Region 9: [Location: (163, 179), Size: (42, 48), Area: 1540]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg"
382.3200, 1726.4722, 3803.2412, 1679.3338, 3214.7143, 1634.1770, 2337.0230, 1707.2485, 4021.8399, 1732.6609, 4902.1696, 1721.9967, 4258.6328, 1680.5251, 3155.8820, 1609.1277, 1628.6750, 1610.1760, 1637.8539
383.3200, 1722.6976, 3808.7189, 1677.4013, 3215.9208, 1633.3934, 2340.1443, 1707.4665, 4018.6738, 1735.0983, 4921.0231, 1724.9246, 4271.9639, 1679.2566, 3165.2670, 1610.7978, 1630.2315, 1610.4942, 1638.7526
384.3200, 1724.8980, 3795.0306, 1676.6727, 3218.5052, 1633.0328, 2343.1148, 1708.6570, 4013.4756, 1734.5915, 4924.9769, 1722.8754, 4274.7180, 1680.9661, 3184.3171, 1609.3525, 1629.5443, 1610.7136, 1639.0552
385.3200, 1724.0250, 3803.6048, 1678.2052, 3214.1727, 1632.7115, 2338.8328, 1706.9009, 4022.7012, 1733.2197, 4931.7534, 1722.1213, 4287.0459, 1678.9041, 3192.4440, 1609.5779, 1630.4539, 1611.6162, 1636.6097
386.3200, 1724.9926, 3800.9434, 1677.6961, 3215.5753, 1634.0918, 2333.8721, 1707.3765, 4013.6616, 1732.9075, 4947.5414, 1721.3967, 4291.6164, 1679.1313, 3200.0428, 1610.3024, 1630.8638, 1611.1870, 1638.9604
387.3200, 1726.6039, 3794.7282, 1679.2468, 3213.4506, 1631.7443, 2334.5902, 1706.6723, 4018.4665, 1731.3873, 4906.1021, 1721.1672, 4239.7705, 1679.1460, 3156.9425, 1610.6310, 1628.7960, 1610.8669, 1637.8708
388.3200, 1724.5826, 3795.2848, 1674.8364, 3212.4377, 1633.8197, 2333.9016, 1708.9909, 4010.6829, 1732.8574, 4916.6185, 1721.3607, 4265.1738, 1678.2316, 3166.7124, 1609.8509, 1629.0312, 1611.6630, 1638.3909
389.3200, 1726.4647, 3800.3414, 1679.0169, 3218.3299, 1633.3475, 2331.0098, 1708.6220, 4016.7439, 1736.1734, 4928.0751, 1721.9115, 4272.9607, 1678.7065, 3175.6283, 1610.0214, 1629.5247, 1610.8058, 1637.7052
390.3200, 1728.1642, 3718.1623, 1678.5273, 3215.3364, 1634.0000, 2329.0951, 1709.3186, 4013.9970, 1731.7688, 4944.4008, 1722.0557, 4286.1508, 1677.4484, 3188.1770, 1609.9566, 1628.9866, 1609.5851, 1636.2110
391.3200, 1726.0325, 3723.3414, 1678.4052, 3219.5623, 1635.3344, 2330.1574, 1708.1418, 4014.6905, 1734.1137, 4947.4008, 1718.1246, 4290.8426, 1677.2581, 3191.2183, 1609.6384, 1629.7367, 1610.4994, 1637.4065
392.3200, 1724.9573, 3739.1558, 1678.1455, 3223.3416, 1633.4426, 2332.1410, 1708.1540, 4012.1433, 1732.7148, 4945.9326, 1721.9377, 4299.9803, 1679.6121, 3199.0501, 1610.8656, 1629.1411, 1610.6201, 1636.7539
393.3200, 1726.2254, 3743.5603, 1678.1013, 3219.1338, 1633.1508, 2328.4885, 1706.8323, 4017.5945, 1732.4586, 4962.0462, 1721.7246, 4285.4951, 1679.0133, 3159.8584, 1610.3470, 1628.8534, 1610.8234, 1637.1312
394.3200, 1726.0918, 3760.3488, 1678.4429, 3221.8429, 1634.6131, 2325.2557, 1709.7988, 4015.9802, 1733.1927, 4961.0347, 1721.1279, 4275.9377, 1680.1976, 3127.3820, 1610.3091, 1629.7844, 1611.1162, 1636.4662
395.3200, 1725.3692, 3771.7820, 1678.6636, 3222.0675, 1633.4918, 2323.2623, 1709.1905, 4019.9146, 1732.7168, 4963.2524, 1722.0885, 4285.0852, 1680.3053, 3141.7714, 1609.9762, 1629.5797, 1610.1416, 1636.4857
396.3200, 1727.8071, 3780.6048, 1679.3182, 3224.5506, 1634.5574, 2328.6984, 1709.9665, 4022.1875, 1732.1773, 4969.2216, 1721.3213, 4303.9475, 1677.5088, 3161.7124, 1609.8595, 1630.5101, 1610.5571, 1636.5188
397.3200, 1725.0297, 3780.4555, 1677.9286, 3229.4558, 1632.7410, 2327.1410, 1708.7470, 4016.9954, 1732.8054, 4974.9884, 1722.6885, 4291.6557, 1681.4263, 3122.7124, 1609.7892, 1630.1655, 1609.0682, 1636.6727
398.3200, 1725.7421, 3780.5176, 1675.4610, 3228.1584, 1634.4754, 2324.0787, 1708.2713, 4030.4375, 1732.6705, 4976.7919, 1722.0787, 4284.3541, 1680.1681, 3094.6991, 1610.7758, 1629.6842, 1610.5091, 1636.1286
399.3200, 1726.0436, 3779.2449, 1677.4662, 3236.0584, 1634.9934, 2328.8459, 1709.1494, 4022.4268, 1732.7264, 4981.6821, 1723.9934, 4257.3410, 1683.1549, 3027.1460, 1611.2407, 1629.9859, 1610.8812, 1637.3675
400.3200, 1725.6725, 3786.4666, 1678.6922, 3238.8078, 1633.5410, 2320.1508, 1710.7851, 4017.7454, 1730.6224, 4978.2158, 1721.8721, 4290.3902, 1681.0324, 3058.3171, 1609.6249, 1630.8051, 1611.7981, 1637.5351
401.3200, 1726.1169, 3790.9842, 1679.6987, 3237.1727, 1633.0951, 2322.3475, 1708.2073, 4021.1174, 1731.9499, 4986.8382, 1720.6984, 4299.9311, 1681.9336, 3080.8584, 1610.3732, 1630.2132, 1610.9909, 1636.9584
402.3200, 1724.2199, 3794.7737, 1676.3623, 3238.5844, 1632.0754, 2323.7311, 1709.5412, 4025.0564, 1731.2004, 4991.5434, 1719.4426, 4288.7410, 1680.8879, 3083.8791, 1610.8503, 1629.8369, 1611.2208, 1638.0571
403.3200, 1726.5269, 3798.6670, 1676.5494, 3237.8429, 1631.2426, 2322.2262, 1708.3216, 4022.1707, 1732.0963, 4990.6031, 1721.0885, 4298.8197, 1680.5752, 3083.4056, 1608.9841, 1629.6072, 1611.5377, 1638.3351
404.3200, 1727.9406, 3795.0788, 1677.9532, 3239.3091, 1632.7639, 2327.7148, 1708.4101, 4017.2043, 1731.9923, 4987.4798, 1724.3770, 4285.5410, 1680.6519, 3061.8053, 1610.4991, 1630.1723, 1610.9513, 1638.4468
405.3200, 1727.5909, 3787.9063, 1678.2558, 3238.4597, 1634.6066, 2321.9803, 1709.0137, 4018.5945, 1732.1908, 4989.3372, 1722.8721, 4264.2557, 1684.0310, 3004.4587, 1610.1729, 1630.2657, 1610.0740, 1637.6558
406.3200, 1727.1224, 3783.4360, 1678.1403, 3236.1857, 1631.3705, 2327.3869, 1709.1768, 4021.7210, 1732.6917, 4940.0771, 1724.0590, 4249.3279, 1682.4469, 3031.9351, 1609.5522, 1631.1423, 1611.0935, 1636.6584
407.3200, 1726.0566, 3777.7811, 1675.2792, 3236.3000, 1632.1180, 2321.1705, 1709.4329, 4014.4527, 1729.8960, 4937.4451, 1721.0623, 4227.8918, 1682.7109, 2976.1991, 1610.3794, 1630.1491, 1611.4519, 1636.7110
408.3200, 1728.0334, 3768.8024, 1677.7039, 3231.3857, 1633.0131, 2325.3475, 1710.8613, 4019.1540, 1731.1541, 4946.5511, 1721.2131, 4218.9541, 1684.6003, 2934.6844, 1611.1271, 1631.2816, 1610.3831, 1639.3669
409.3200, 1726.7560, 3774.0501, 1676.9260, 3234.2727, 1633.1115, 2326.8721, 1708.7088, 4013.5046, 1731.5067, 4950.9538, 1721.0262, 4219.1246, 1684.4425, 2897.1991, 1609.1784, 1629.3946, 1611.5390, 1637.3338
410.3200, 1726.9685, 3715.0083, 1677.0481, 3230.3039, 1634.3672, 2326.8328, 1709.7896, 4016.1463, 1729.8439, 4953.0636, 1721.6295, 4247.1902, 1682.8953, 2946.0870, 1609.5785, 1629.4252, 1610.4799, 1637.0221
411.3200, 1729.1299, 3720.3525, 1678.0104, 3229.4052, 1631.5508, 2319.8033, 1710.2195, 4029.8186, 1731.5684, 4953.8343, 1720.4197, 4218.7967, 1684.0929, 2907.3628, 1610.3714, 1628.7856, 1611.0130, 1639.2214
412.3200, 1727.4647, 3721.9527, 1678.0909, 3230.4221, 1633.6820, 2324.5541, 1707.6067, 4032.5610, 1732.3834, 4958.1541, 1719.8721, 4230.5541, 1685.5251, 2867.9897, 1611.7825, 1629.8803, 1611.5604, 1637.2961
413.3200, 1727.5074, 3726.8720, 1675.8221, 3233.9649, 1632.2525, 2327.7213, 1709.9832, 4031.0777, 1731.4509, 4967.4432, 1721.5213, 4239.0885, 1681.9926, 2924.1563, 1609.3946, 1630.6823, 1611.4968, 1636.3851
414.3200, 1727.6837, 3732.9267, 1676.9792, 3231.2675, 1632.8361, 2326.1508, 1712.0351, 4035.5899, 1732.2351, 4960.5857, 1721.6393, 4252.4131, 1683.5826, 2928.6652, 1610.7734, 1630.5895, 1610.9442, 1636.6364
415.3200, 1728.3859, 3677.8859, 1677.8364, 3228.2442, 1634.2131, 2331.0459, 1708.9832, 4030.6159, 1730.2582, 4969.1927, 1722.0656, 4262.3410, 1683.1268, 2960.8422, 1610.1820, 1628.8723, 1611.2591, 1635.8864
416.3200, 1728.3256, 3689.4453, 1677.4779, 3225.1532, 1634.2262, 2326.3770, 1709.5274, 4040.9070, 1733.4605, 4970.8651, 1720.7639, 4251.5508, 1683.7906, 2960.9705, 1610.5339, 1629.5357, 1612.0435, 1637.3500
417.3200, 1727.4276, 3698.1883, 1675.8325, 3226.6364, 1633.8852, 2325.9180, 1710.0640, 4036.4970, 1730.1985, 4969.2254, 1719.4852, 4251.5705, 1682.9071, 2951.9410, 1610.6384, 1630.3158, 1611.2169, 1638.1955
418.3200, 1727.1929, 3709.9536, 1678.8766, 3225.5558, 1632.1475, 2329.6951, 1708.7470, 4036.0610, 1731.7495, 4970.1002, 1722.9967, 4254.0656, 1681.7434, 2950.2286, 1609.2786, 1629.6597, 1609.8929, 1638.8097
419.3200, 1728.5213, 3718.9657, 1677.0623, 3221.5182, 1632.5639, 2330.5377, 1709.3171, 4029.1037, 1731.6956, 4970.7110, 1720.7672, 4261.5541, 1681.8245, 2946.5546, 1610.2346, 1631.0195, 1610.1896, 1637.7961
420.3200, 1726.9286, 3731.7384, 1677.1416, 3225.3597, 1632.9016, 2329.0164, 1709.1098, 4034.9771, 1729.2004, 4974.8960, 1722.3115, 4264.1607, 1682.1681, 2981.4513, 1610.8681, 1629.6158, 1610.8221, 1637.1481
421.3200, 1728.1920, 3748.4323, 1677.5299, 3222.6104, 1632.4098, 2324.1639, 1709.4085, 4030.4863, 1730.4894, 4973.1715, 1719.8984, 4285.1148, 1682.9218, 3011.5472, 1610.6378, 1628.7886, 1611.6227, 1637.9149
422.3200, 1726.1698, 3754.5668, 1677.7442, 3220.9779, 1632.2033, 2332.4426, 1710.1098, 4024.2287, 1731.4817, 4982.6917, 1718.8525, 4282.9672, 1680.1490, 3037.9145, 1610.7062, 1629.6781, 1610.9916, 1636.8675
423.3200, 1722.3423, 3437.7412, 1670.4143, 2973.6870, 1631.7410, 2321.2689, 1705.8735, 3601.0229, 1735.7129, 4429.9499, 1723.5541, 3907.7607, 1678.9956, 2930.1327, 1610.7428, 1629.9627, 1610.8597, 1637.4325
424.3200, 1728.4434, 3143.7041, 1669.5532, 2987.4857, 1633.6689, 2318.3639, 1707.4238, 3647.6951, 1731.8362, 4437.7514, 1723.2197, 3936.0328, 1678.6165, 2957.2242, 1611.0739, 1629.2425, 1611.0195, 1637.2123
425.3200, 1730.9926, 2993.8033, 1670.7195, 2990.1117, 1634.7180, 2307.1148, 1707.8674, 3665.5396, 1731.8555, 4448.4605, 1725.6066, 3875.7180, 1679.9041, 2824.0605, 1610.4215, 1628.8949, 1610.4182, 1638.1877
426.3200, 1731.4536, 2897.4759, 1671.8974, 2992.7156, 1633.6492, 2306.9344, 1707.0655, 3677.1448, 1730.0559, 4463.7418, 1720.0787, 3923.8262, 1681.3038, 2820.7035, 1609.3085, 1630.2443, 1610.8104, 1637.2565
427.3200, 1732.7421, 2863.9007, 1669.5312, 2994.2870, 1632.8787, 2305.2426, 1705.1570, 3689.2180, 1728.6012, 4487.7842, 1720.7934, 3938.4262, 1679.5708, 2854.6770, 1609.8326, 1630.2718, 1611.1182, 1637.2994
428.3200, 1731.7885, 2853.4499, 1671.1039, 2997.1182, 1632.9770, 2302.8590, 1705.2820, 3699.0976, 1731.2486, 4494.1233, 1722.3869, 3962.6295, 1679.7817, 2875.7375, 1611.6652, 1629.5449, 1610.3468, 1638.2136
429.3200, 1732.7421, 2835.6911, 1670.9922, 2998.3208, 1633.9049, 2301.0131, 1706.0473, 3707.0015, 1730.0809, 4499.9942, 1721.9279, 3981.8721, 1678.8142, 2901.0442, 1610.7355, 1629.8143, 1611.9234, 1638.1909
430.3200, 1733.7161, 2831.5779, 1671.6519, 2999.2325, 1630.7738, 2296.8689, 1705.6159, 3714.8323, 1729.5395, 4514.5549, 1722.5541, 3987.6754, 1678.5265, 2923.1608, 1609.9145, 1630.5192, 1610.7104, 1639.1058
431.3200, 1732.7004, 2850.1540, 1672.1065, 3003.9117, 1632.9869, 2295.8328, 1704.7378, 3719.7012, 1727.9769, 4516.0193, 1724.6492, 3999.5967, 1680.0605, 2936.9897, 1612.0812, 1629.2181, 1610.4890, 1635.9188
432.3200, 1732.7356, 2840.3924, 1670.3182, 2999.3182, 1632.9541, 2293.5803, 1704.8887, 3725.3720, 1731.2794, 4516.9653, 1725.1508, 3972.3836, 1678.5118, 2900.4823, 1610.6585, 1629.7917, 1610.9448, 1637.6506
433.3200, 1734.0297, 2806.9314, 1671.3974, 2998.7273, 1633.0197, 2295.4852, 1702.9893, 3723.1174, 1728.8459, 4506.9595, 1723.3082, 3963.9738, 1680.2537, 2837.5959, 1610.7618, 1629.3293, 1611.4604, 1636.9974
434.3200, 1733.2931, 2808.1568, 1670.3260, 2996.4584, 1631.7279, 2291.6984, 1702.7348, 3731.0686, 1727.2042, 4504.8632, 1723.0525, 3972.1803, 1679.0221, 2864.1504, 1609.9927, 1629.8852, 1611.0591, 1636.8013
435.3200, 1733.9694, 2817.9100, 1670.5675, 2990.2312, 1631.0656, 2291.9574, 1703.4741, 3727.9588, 1726.4740, 4501.5241, 1721.8525, 3970.6426, 1680.5605, 2847.9749, 1610.5412, 1629.3867, 1610.3890, 1637.4455
436.3200, 1731.6178, 2815.8562, 1671.2039, 2994.7247, 1633.1279, 2284.6230, 1703.3918, 3730.9497, 1725.9846, 4490.0385, 1720.4656, 3967.3311, 1679.9425, 2804.1844, 1610.6304, 1628.9969, 1610.5597, 1638.6630
437.3200, 1733.3590, 2818.9082, 1670.7429, 2993.4130, 1631.5082, 2285.6066, 1702.2607, 3726.9634, 1728.6975, 4496.5780, 1720.9344, 3983.0984, 1679.9086, 2834.7522, 1610.7954, 1629.9841, 1612.3974, 1637.1299
438.3200, 1731.8748, 2847.4712, 1671.8896, 2995.7909, 1632.3770, 2286.3148, 1702.4588, 3732.4802, 1727.4663, 4491.4162, 1720.4525, 3991.4951, 1679.5723, 2862.0398, 1610.0611, 1629.7715, 1611.4442, 1636.8377
439.3200, 1732.3182, 2852.2143, 1670.0870, 2990.2792, 1630.1279, 2283.8098, 1702.9497, 3735.0488, 1727.8324, 4491.6840, 1723.1311, 4001.0459, 1678.0398, 2883.5428, 1609.5370, 1630.1949, 1611.3123, 1637.5545
440.3200, 1732.1725, 2845.3163, 1670.4182, 2989.9390, 1632.6197, 2280.0492, 1705.3521, 3734.7043, 1726.3854, 4491.8998, 1723.6033, 4003.7410, 1679.8982, 2905.9794, 1611.2291, 1629.8290, 1610.9916, 1639.2130
441.3200, 1732.4184, 2849.5288, 1669.4883, 2990.4325, 1630.8492, 2281.7148, 1703.3887, 3736.7134, 1726.2967, 4493.6127, 1721.8459, 4006.3311, 1677.7330, 2921.7670, 1610.6432, 1628.8173, 1611.8409, 1637.2688
442.3200, 1731.7588, 2849.3108, 1669.8649, 2989.7260, 1634.3016, 2277.1967, 1704.4985, 3740.5686, 1727.9595, 4496.8112, 1718.8918, 4013.3934, 1677.5398, 2939.1224, 1610.5150, 1629.3787, 1611.8552, 1636.8305
443.3200, 1730.9147, 2861.0056, 1670.4143, 2989.6623, 1632.7082, 2274.1508, 1701.5351, 3739.2104, 1726.6590, 4501.6378, 1719.8852, 4024.1377, 1679.0841, 2943.3599, 1609.8803, 1629.8357, 1610.5987, 1637.6351
444.3200, 1733.3850, 2866.8117, 1671.7792, 2991.2455, 1632.1869, 2277.0066, 1702.1692, 3747.8430, 1724.6705, 4497.6185, 1720.9738, 4010.4164, 1676.9071, 2937.8186, 1609.4508, 1629.8778, 1611.6344, 1638.6610
445.3200, 1730.7597, 2882.4842, 1670.4364, 2986.4922, 1632.2525, 2279.3836, 1702.9543, 3743.7774, 1726.9094, 4494.3565, 1721.7410, 3988.6426, 1679.3289, 2839.7463, 1610.2071, 1630.2566, 1610.5071, 1637.1143
446.3200, 1730.7885, 2863.2737, 1671.3390, 2986.4429, 1634.2164, 2281.0951, 1702.5549, 3734.5777, 1727.7399, 4484.4990, 1723.2098, 3919.2066, 1683.1268, 2653.6652, 1611.1454, 1630.0220, 1612.1883, 1638.2487
447.3200, 1730.3757, 2885.4666, 1669.9727, 2979.0727, 1632.2820, 2275.9279, 1700.7576, 3739.5823, 1727.0424, 4477.8825, 1725.5934, 3900.8820, 1683.5162, 2533.7758, 1611.2303, 1629.3708, 1610.9974, 1638.1013
448.3200, 1730.9796, 2889.3098, 1672.6299, 2976.4390, 1632.4623, 2277.2820, 1701.4024, 3736.6631, 1725.2408, 4480.8825, 1720.0459, 3921.0787, 1685.8805, 2531.7566, 1611.4294, 1629.7935, 1610.4636, 1637.4753
449.3200, 1729.2885, 2872.6623, 1669.0078, 2980.3390, 1631.2033, 2274.8230, 1700.3247, 3730.8826, 1725.7900, 4487.6936, 1723.2393, 3928.9180, 1684.0236, 2567.8142, 1609.5767, 1628.9969, 1610.1747, 1637.9552
450.3200, 1731.0223, 2881.4879, 1670.2610, 2977.9636, 1630.6000, 2268.5475, 1700.7104, 3729.6433, 1725.0058, 4488.4335, 1724.1344, 3960.8230, 1685.3687, 2597.4985, 1611.3390, 1630.0122, 1611.6136, 1636.9312
451.3200, 1730.3878, 2871.7551, 1671.0714, 2972.7740, 1632.0721, 2272.4590, 1700.5000, 3723.8369, 1726.8825, 4497.5010, 1722.1639, 3972.0131, 1682.5221, 2652.9248, 1611.3390, 1629.6646, 1610.8825, 1637.6766
452.3200, 1730.2375, 2886.7134, 1672.1506, 2974.7416, 1630.7803, 2261.8459, 1700.1753, 3725.5183, 1725.7823, 4503.3507, 1718.4590, 3987.2492, 1680.1962, 2691.1652, 1610.2389, 1629.0336, 1611.5149, 1638.2994
453.3200, 1728.7477, 2877.5955, 1671.6416, 2974.3052, 1631.3803, 2261.2000, 1699.3110, 3724.9451, 1724.7572, 4501.0809, 1720.6590, 3990.7902, 1681.6018, 2738.8127, 1609.6341, 1630.4386, 1611.2305, 1637.0558
454.3200, 1731.4109, 2870.2161, 1671.8169, 2975.4792, 1631.4885, 2254.3967, 1701.2348, 3726.4787, 1725.2620, 4505.8651, 1721.6557, 4002.8656, 1680.2507, 2774.7537, 1611.9236, 1629.7844, 1612.0182, 1637.3773
455.3200, 1730.9295, 2854.7848, 1670.3922, 2973.7935, 1634.0131, 2260.2066, 1699.8948, 3718.9070, 1726.2929, 4508.1021, 1718.7639, 4023.9082, 1680.0133, 2805.3363, 1611.0367, 1630.3604, 1611.8695, 1637.2786
456.3200, 1731.5353, 2854.6614, 1670.9052, 2970.5156, 1632.7016, 2258.7869, 1699.1280, 3714.2774, 1724.2813, 4505.7572, 1719.1836, 4019.3607, 1677.9587, 2833.7537, 1610.7434, 1629.6237, 1611.3266, 1637.9578
457.3200, 1730.9397, 2851.5501, 1670.5922, 2973.4078, 1631.4295, 2256.8525, 1699.6494, 3722.0396, 1725.2890, 4505.1715, 1721.1377, 4024.9508, 1677.2950, 2853.6357, 1610.9352, 1630.1203, 1611.3312, 1637.2039
458.3200, 1730.2013, 2864.8377, 1669.1818, 2974.5987, 1632.8000, 2251.4361, 1700.9482, 3718.2530, 1723.8285, 4513.0963, 1718.9869, 4029.6885, 1677.5133, 2875.4690, 1611.6836, 1630.2462, 1610.6864, 1636.7766
459.3200, 1730.5343, 2868.6438, 1670.3844, 2971.5571, 1633.1115, 2250.1541, 1700.0168, 3714.4299, 1726.6493, 4510.6493, 1720.3541, 4037.2131, 1678.3968, 2893.5841, 1610.9933, 1629.1723, 1611.1273, 1636.9630
460.3200, 1729.0046, 2886.3562, 1671.3597, 2971.4143, 1633.5738, 2248.1836, 1699.3399, 3712.7942, 1727.8382, 4509.1156, 1721.1443, 4044.3410, 1678.2153, 2911.3083, 1611.0635, 1630.2755, 1611.8221, 1638.9506
461.3200, 1729.0186, 2893.4564, 1669.3234, 2968.3247, 1631.2852, 2247.1377, 1699.6768, 3712.3918, 1724.7418, 4514.4605, 1721.9049, 4047.9311, 1676.2655, 2927.6740, 1611.4013, 1630.6060, 1611.3208, 1637.8097
462.3200, 1731.0343, 2901.9805, 1671.5545, 2969.2273, 1631.1279, 2242.8164, 1699.3643, 3709.4405, 1724.9229, 4517.8882, 1716.8754, 4051.6689, 1675.8673, 2939.9233, 1609.7025, 1630.2651, 1611.5390, 1637.5039
463.3200, 1729.2597, 2912.1132, 1670.8403, 2971.6000, 1632.2754, 2243.3508, 1699.7744, 3702.0244, 1724.8574, 4512.8073, 1720.2918, 4048.7082, 1674.8230, 2947.9100, 1611.5828, 1630.0116, 1611.1558, 1638.4714
464.3200, 1728.6605, 2912.9202, 1671.1779, 2968.8805, 1630.8951, 2239.3311, 1699.6402, 3696.6768, 1723.8593, 4510.8998, 1718.1246, 4046.6361, 1676.7684, 2959.3407, 1612.0086, 1629.5614, 1611.7149, 1637.1032
465.3200, 1728.6577, 2929.0928, 1670.1299, 2965.7117, 1632.8984, 2235.7738, 1699.1418, 3695.7820, 1725.0732, 4501.5973, 1719.3344, 4038.2328, 1677.5900, 2960.2153, 1611.5394, 1629.9090, 1612.5617, 1637.4403
466.3200, 1729.7106, 2934.4017, 1670.0429, 2961.9026, 1632.4918, 2235.4984, 1698.5244, 3689.1204, 1723.3642, 4500.5684, 1719.8164, 4042.1508, 1675.0782, 2969.8968, 1612.4985, 1630.0122, 1610.5896, 1637.7721
467.3200, 1728.0659, 2942.6809, 1668.6896, 2962.0987, 1633.2262, 2234.3148, 1700.9771, 3683.4116, 1725.4778, 4505.8459, 1718.6557, 4044.5607, 1675.3024, 2971.0280, 1611.7850, 1630.0568, 1611.2071, 1637.2448
468.3200, 1729.7653, 2924.0455, 1672.7390, 2964.3169, 1633.3180, 2230.1246, 1700.6082, 3689.8933, 1723.9865, 4501.1927, 1718.2557, 4041.8918, 1676.1991, 2977.8392, 1611.7440, 1631.7361, 1611.7760, 1637.1071
469.3200, 1728.6874, 2912.2282, 1669.8688, 2961.5000, 1634.9607, 2229.9967, 1700.0015, 3685.7668, 1723.4277, 4498.2158, 1717.2098, 4050.9049, 1674.3466, 2984.1490, 1611.4209, 1629.4801, 1610.5792, 1638.3331
470.3200, 1729.3098, 2905.0566, 1667.5312, 2960.2597, 1633.5344, 2232.7016, 1698.7363, 3689.3095, 1723.8343, 4497.5703, 1718.0459, 4056.7639, 1675.9587, 2988.6976, 1611.2114, 1630.6426, 1611.3474, 1637.2727
471.3200, 1727.8340, 2912.9879, 1667.7273, 2962.0623, 1632.5869, 2230.7082, 1698.6875, 3685.1296, 1724.1734, 4511.0173, 1718.4328, 4064.5574, 1674.7611, 2992.5782, 1610.0886, 1630.0501, 1611.8442, 1637.6494
472.3200, 1727.5714, 2914.0148, 1669.4338, 2961.2078, 1633.8033, 2226.5279, 1700.1387, 3682.1860, 1723.5260, 4516.6397, 1718.6066, 4066.1967, 1676.0398, 2995.3614, 1610.2694, 1630.8522, 1611.3156, 1637.2331
473.3200, 1727.6651, 2892.7199, 1668.2597, 2961.1286, 1632.4689, 2224.2754, 1698.0823, 3676.8186, 1726.1773, 4520.2794, 1720.6623, 4069.1377, 1675.5885, 3002.0280, 1609.6933, 1629.3305, 1610.2039, 1636.7201
474.3200, 1728.5046, 2877.4045, 1671.2610, 2957.6935, 1632.7574, 2220.9639, 1699.5244, 3680.5091, 1723.6917, 4523.2042, 1717.7803, 4067.0656, 1675.6047, 3002.0206, 1610.5852, 1628.8998, 1611.4435, 1637.6558
475.3200, 1728.1865, 2878.0955, 1669.2987, 2955.1234, 1632.6525, 2218.3213, 1699.3796, 3677.8613, 1723.9634, 4536.8786, 1717.6525, 4076.6918, 1673.9646, 2998.3953, 1610.2456, 1630.4123, 1610.2844, 1635.9760
476.3200, 1729.3711, 2866.3228, 1669.3091, 2950.9312, 1633.9934, 2220.8787, 1701.1174, 3678.3171, 1725.7341, 4533.3988, 1718.5639, 4083.3508, 1674.0088, 3003.4130, 1609.7831, 1629.2468, 1611.9890, 1637.4838
477.3200, 1728.1790, 2853.9462, 1669.8000, 2953.2117, 1632.6820, 2216.5410, 1697.8140, 3675.4848, 1724.2601, 4542.5549, 1717.8098, 4085.9410, 1675.1578, 3003.4115, 1610.5040, 1630.4905, 1610.5136, 1637.4974
478.3200, 1729.2403, 2849.3247, 1671.1805, 2950.8494, 1633.4852, 2214.8197, 1700.1250, 3668.7774, 1724.2004, 4547.5337, 1718.3377, 4085.4164, 1675.1298, 3002.6873, 1610.7819, 1630.2999, 1611.3688, 1639.1221
479.3200, 1730.1058, 2847.1614, 1668.4247, 2944.5766, 1632.6262, 2216.2590, 1697.9741, 3672.6601, 1723.1985, 4537.8420, 1718.1016, 4052.8492, 1675.7537, 2957.5708, 1611.2615, 1629.8119, 1611.2851, 1636.6903
480.3200, 1728.2106, 2859.8061, 1668.1234, 2945.1766, 1633.9049, 2212.2492, 1699.7332, 3668.7652, 1724.1541, 4540.9037, 1719.3049, 4033.1213, 1677.1578, 2919.0088, 1610.8082, 1629.6280, 1611.4766, 1638.1409
481.3200, 1728.5974, 2870.4712, 1669.5182, 2944.7143, 1634.7049, 2209.8197, 1696.4787, 3666.1768, 1723.9788, 4545.0019, 1720.9377, 4054.0590, 1675.1490, 2928.3363, 1611.6072, 1630.5211, 1612.2877, 1637.0851
482.3200, 1727.8942, 2879.0853, 1669.4494, 2940.1831, 1634.8230, 2207.7279, 1698.4390, 3661.8689, 1722.3391, 4543.9615, 1718.2164, 4060.7279, 1676.1976, 2944.3510, 1611.3207, 1630.6298, 1611.2448, 1637.5597
